作家(handle)	作家名	欄	固有名詞(ja)	含まれる人名	種別	言語	現表記	人名部分	判定	判定の理由	社内の照合(本人ページのローマ字)	探索経路
domon-ken	土門 拳	collection	土門拳写真美術館（旧・土門拳記念館）	土門拳	館・施設	en	Ken Domon Museum of Photography	Ken Domon	C	本便では公式サイトを特定できなかった	本人ページのローマ字と一致（Ken/Domon）	Wikidataに該当項目／公式サイトURLの登録なし
domon-ken	土門 拳	collection	土門拳写真美術館（旧・土門拳記念館）	土門拳	館・施設	ko	도몬 겐 사진미술관(구 도몬 겐 기념관)	도몬 사진미술관 도몬 기념관	C	★館の公式サイトに韓国語ページを検出できず、ハングル表記の根拠が確認できない（日本語の読みからの音写と推測されるが未確認）	本人ページにハングル表記の欄が無いため社内照合先なし	公式サイト未特定
domon-ken	土門 拳	collection	土門拳写真美術館（旧・土門拳記念館）	土門拳	館・施設	fr	Ken Domon Museum of Photography	Ken Domon	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Ken/Domon）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
domon-ken	土門 拳	collection	土門拳写真美術館（旧・土門拳記念館）	土門拳	館・施設	es	Ken Domon Museum of Photography	Ken Domon	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Ken/Domon）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
domon-ken	土門 拳	collection	土門拳写真美術館（旧・土門拳記念館）	土門拳	館・施設	de	Ken Domon Museum of Photography	Ken Domon	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Ken/Domon）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
hayashi-tadahiko	林 忠彦	collection	林忠彦記念館	林忠彦	館・施設	en	Hayashi Tadahiko Memorial Museum	Hayashi Tadahiko	C	本便では公式サイトを特定できなかった	本人ページのローマ字と一致（Hayashi/Tadahiko）	Wikidataに該当項目／公式サイトURLの登録なし
hayashi-tadahiko	林 忠彦	collection	林忠彦記念館	林忠彦	館・施設	ko	하야시 다다히코 기념관	하야시 다다히코 기념관	C	★館の公式サイトに韓国語ページを検出できず、ハングル表記の根拠が確認できない（日本語の読みからの音写と推測されるが未確認）	本人ページにハングル表記の欄が無いため社内照合先なし	公式サイト未特定
hayashi-tadahiko	林 忠彦	collection	林忠彦記念館	林忠彦	館・施設	fr	musée commémoratif Hayashi Tadahiko	Hayashi Tadahiko	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Hayashi/Tadahiko）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
hayashi-tadahiko	林 忠彦	collection	林忠彦記念館	林忠彦	館・施設	es	Museo Conmemorativo Hayashi Tadahiko	Hayashi Tadahiko	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Hayashi/Tadahiko）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
hayashi-tadahiko	林 忠彦	collection	林忠彦記念館	林忠彦	館・施設	de	Gedenkmuseum Hayashi Tadahiko	Hayashi Tadahiko	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Hayashi/Tadahiko）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
hayashi-tadahiko	林 忠彦	masterworks[2]	太宰治像	太宰治	作品名	romaji	Dazai Osamu-zō	Dazai Osamu-zō	C	作品題名のローマ字表記の根拠（所蔵館・展覧会図録の欧文併記等）は本便では確認していない	題名のローマ字（ヘボン式・T17裁定の対象）。外部の公式表記との照合は本便では未実施	本便では未探索（前便T17のローマ字裁定＝ヘボン式の対象範囲）
hayashi-tadahiko	林 忠彦	masterworks[2]	太宰治像	太宰治	作品名	en	Portrait of Dazai Osamu	Portrait Dazai Osamu	C	本便では公式サイトを特定できなかった	当該人物は掲載作家ではない（社内の照合先なし）	Wikidataに該当項目／公式サイトURLの登録なし
ueda-shoji	植田 正治	collection	植田正治写真美術館	植田正治	館・施設	en	Shoji Ueda Museum of Photography	Shoji Ueda	C	公式サイトを取得したが、英語の館名の記載を見つけられなかった	本人ページのローマ字と一致（Shoji/Ueda）	Wikidata P856→http://www.houki-town.jp/ueda/（＋言語切替リンク）を取得し全文検索→英名0件
ueda-shoji	植田 正治	collection	植田正治写真美術館	植田正治	館・施設	ko	우에다 쇼지 사진미술관	우에다 쇼지 사진미술관	C	★館の公式サイトに韓国語ページを検出できず、ハングル表記の根拠が確認できない（日本語の読みからの音写と推測されるが未確認）	本人ページにハングル表記の欄が無いため社内照合先なし	Wikidata P856→http://www.houki-town.jp/ueda/（＋言語切替リンク）を取得し、韓国語ページの有無とハングル表記を全文検索
ueda-shoji	植田 正治	collection	植田正治写真美術館	植田正治	館・施設	fr	Musée de la photographie Shoji Ueda	Shoji Ueda	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Shoji/Ueda）	公式サイト（http://www.houki-town.jp/ueda/）に当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
ueda-shoji	植田 正治	collection	植田正治写真美術館	植田正治	館・施設	es	Museo de Fotografía Shoji Ueda	Shoji Ueda	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Shoji/Ueda）	公式サイト（http://www.houki-town.jp/ueda/）に当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
ueda-shoji	植田 正治	collection	植田正治写真美術館	植田正治	館・施設	de	Shoji Ueda Museum of Photography	Shoji Ueda	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Shoji/Ueda）	公式サイト（http://www.houki-town.jp/ueda/）に当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
irie-taikichi	入江 泰吉	collection	入江泰吉記念奈良市写真美術館	入江泰吉	館・施設	en	Irie Taikichi Memorial Museum of Photography Nara City	Irie Taikichi	C	本便では公式サイトを特定できなかった	本人ページのローマ字と一致（Irie/Taikichi）	Wikidataに該当項目／公式サイトURLの登録なし
irie-taikichi	入江 泰吉	collection	入江泰吉記念奈良市写真美術館	入江泰吉	館・施設	ko	이리에 다이키치 기념 나라시 사진미술관	이리에 다이키치 기념 나라시 사진미술관	C	★館の公式サイトに韓国語ページを検出できず、ハングル表記の根拠が確認できない（日本語の読みからの音写と推測されるが未確認）	本人ページにハングル表記の欄が無いため社内照合先なし	公式サイト未特定
irie-taikichi	入江 泰吉	collection	入江泰吉記念奈良市写真美術館	入江泰吉	館・施設	fr	Musée commémoratif de la photographie Irie Taikichi de la ville de Nara	Irie Taikichi	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Irie/Taikichi）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
irie-taikichi	入江 泰吉	collection	入江泰吉記念奈良市写真美術館	入江泰吉	館・施設	es	Museo Conmemorativo de Fotografía Irie Taikichi de la Ciudad de Nara	Irie Taikichi	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Irie/Taikichi）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
irie-taikichi	入江 泰吉	collection	入江泰吉記念奈良市写真美術館	入江泰吉	館・施設	de	Irie Taikichi Memorial Museum of Photography Nara City	Irie Taikichi	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Irie/Taikichi）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
otsuji-kiyoji	大辻 清司	masterworks[0]	大辻清司実験室	大辻清司	作品名	romaji	Ōtsuji Kiyoji Jikkenshitsu	Ōtsuji Kiyoji Jikkenshitsu	C	作品題名のローマ字表記の根拠（所蔵館・展覧会図録の欧文併記等）は本便では確認していない	題名のローマ字（ヘボン式・T17裁定の対象）。外部の公式表記との照合は本便では未実施	本便では未探索（前便T17のローマ字裁定＝ヘボン式の対象範囲）
otsuji-kiyoji	大辻 清司	masterworks[0]	大辻清司実験室	大辻清司	作品名	en	The Otsuji Kiyoji Laboratory	Otsuji Kiyoji	C	本便では公式サイトを特定できなかった	本人ページのローマ字と一致（Otsuji/Kiyoji）	Wikidataに該当項目／公式サイトURLの登録なし
fukase-masahisa	深瀬 昌久	masterworks[2]	洋子	洋子（人名・当方未特定）	作品名	romaji	Yōko	Yōko	C	作品題名のローマ字表記の根拠（所蔵館・展覧会図録の欧文併記等）は本便では確認していない	題名のローマ字（ヘボン式・T17裁定の対象）。外部の公式表記との照合は本便では未実施	本便では未探索（前便T17のローマ字裁定＝ヘボン式の対象範囲）
